,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,range_times,day_type,weather_situation,season_type,range_times_encoded,range_times_clustered
15565,15566,2012-10-15,4,1,10,18,0,1,1,3,52,540,592,Evening,Working Day,Rainy or Snowy,Winter,2,3
15566,15567,2012-10-15,4,1,10,19,0,1,1,3,12,227,239,Night,Working Day,Rainy or Snowy,Winter,4,0
15567,15568,2012-10-15,4,1,10,20,0,1,1,2,19,237,256,Night,Working Day,Misty,Winter,4,0
15568,15569,2012-10-15,4,1,10,21,0,1,1,1,16,190,206,Night,Working Day,Clearly,Winter,4,0
15569,15570,2012-10-15,4,1,10,22,0,1,1,1,8,118,126,Night,Working Day,Clearly,Winter,4,2
15570,15571,2012-10-15,4,1,10,23,0,1,1,1,9,72,81,Night,Working Day,Clearly,Winter,4,2
15571,15572,2012-10-16,4,1,10,0,0,2,1,1,3,45,48,Dawn,Working Day,Clearly,Winter,1,1
15572,15573,2012-10-16,4,1,10,1,0,2,1,1,4,9,13,Dawn,Working Day,Clearly,Winter,1,1
15573,15574,2012-10-16,4,1,10,2,0,2,1,1,2,1,3,Dawn,Working Day,Clearly,Winter,1,1
15574,15575,2012-10-16,4,1,10,3,0,2,1,1,0,2,2,Dawn,Working Day,Clearly,Winter,1,1
15575,15576,2012-10-16,4,1,10,4,0,2,1,1,0,7,7,Morning,Working Day,Clearly,Winter,3,2
15576,15577,2012-10-16,4,1,10,5,0,2,1,1,5,47,52,Morning,Working Day,Clearly,Winter,3,2
15577,15578,2012-10-16,4,1,10,6,0,2,1,1,4,168,172,Morning,Working Day,Clearly,Winter,3,2
15578,15579,2012-10-16,4,1,10,7,0,2,1,1,20,505,525,Morning,Working Day,Clearly,Winter,3,0
15579,15580,2012-10-16,4,1,10,8,0,2,1,1,35,800,835,Morning,Working Day,Clearly,Winter,3,3
15580,15581,2012-10-16,4,1,10,9,0,2,1,1,32,323,355,Morning,Working Day,Clearly,Winter,3,0
15581,15582,2012-10-16,4,1,10,10,0,2,1,1,65,157,222,Morning,Working Day,Clearly,Winter,3,0
15582,15583,2012-10-16,4,1,10,11,0,2,1,1,56,172,228,Afternoon,Working Day,Clearly,Winter,0,1
15583,15584,2012-10-16,4,1,10,12,0,2,1,2,69,256,325,Afternoon,Working Day,Misty,Winter,0,1
15584,15585,2012-10-16,4,1,10,13,0,2,1,1,68,260,328,Afternoon,Working Day,Clearly,Winter,0,1
15585,15586,2012-10-16,4,1,10,14,0,2,1,1,94,214,308,Afternoon,Working Day,Clearly,Winter,0,1
15586,15587,2012-10-16,4,1,10,15,0,2,1,1,76,270,346,Afternoon,Working Day,Clearly,Winter,0,1
15587,15588,2012-10-16,4,1,10,16,0,2,1,1,79,367,446,Afternoon,Working Day,Clearly,Winter,0,3
15588,15589,2012-10-16,4,1,10,17,0,2,1,1,104,839,943,Evening,Working Day,Clearly,Winter,2,3
15589,15590,2012-10-16,4,1,10,18,0,2,1,1,71,767,838,Evening,Working Day,Clearly,Winter,2,3
15590,15591,2012-10-16,4,1,10,19,0,2,1,1,40,491,531,Night,Working Day,Clearly,Winter,4,0
15591,15592,2012-10-16,4,1,10,20,0,2,1,1,35,397,432,Night,Working Day,Clearly,Winter,4,0
15592,15593,2012-10-16,4,1,10,21,0,2,1,1,19,176,195,Night,Working Day,Clearly,Winter,4,2
15593,15594,2012-10-16,4,1,10,22,0,2,1,1,18,163,181,Night,Working Day,Clearly,Winter,4,2
15594,15595,2012-10-16,4,1,10,23,0,2,1,1,23,176,199,Night,Working Day,Clearly,Winter,4,2
15595,15596,2012-10-17,4,1,10,0,0,3,1,1,1,48,49,Dawn,Working Day,Clearly,Winter,1,1
15596,15597,2012-10-17,4,1,10,1,0,3,1,1,3,14,17,Dawn,Working Day,Clearly,Winter,1,1
15597,15598,2012-10-17,4,1,10,2,0,3,1,1,4,12,16,Dawn,Working Day,Clearly,Winter,1,1
15598,15599,2012-10-17,4,1,10,3,0,3,1,1,0,7,7,Dawn,Working Day,Clearly,Winter,1,1
15599,15600,2012-10-17,4,1,10,4,0,3,1,1,0,4,4,Morning,Working Day,Clearly,Winter,3,2
15600,15601,2012-10-17,4,1,10,5,0,3,1,2,2,39,41,Morning,Working Day,Misty,Winter,3,2
15601,15602,2012-10-17,4,1,10,6,0,3,1,1,7,171,178,Morning,Working Day,Clearly,Winter,3,2
15602,15603,2012-10-17,4,1,10,7,0,3,1,1,15,449,464,Morning,Working Day,Clearly,Winter,3,0
15603,15604,2012-10-17,4,1,10,8,0,3,1,2,38,779,817,Morning,Working Day,Misty,Winter,3,3
15604,15605,2012-10-17,4,1,10,9,0,3,1,2,38,344,382,Morning,Working Day,Misty,Winter,3,0
15605,15606,2012-10-17,4,1,10,10,0,3,1,2,60,168,228,Morning,Working Day,Misty,Winter,3,0
15606,15607,2012-10-17,4,1,10,11,0,3,1,2,78,156,234,Afternoon,Working Day,Misty,Winter,0,1
15607,15608,2012-10-17,4,1,10,12,0,3,1,2,71,261,332,Afternoon,Working Day,Misty,Winter,0,1
15608,15609,2012-10-17,4,1,10,13,0,3,1,2,73,237,310,Afternoon,Working Day,Misty,Winter,0,1
15609,15610,2012-10-17,4,1,10,14,0,3,1,2,82,188,270,Afternoon,Working Day,Misty,Winter,0,1
15610,15611,2012-10-17,4,1,10,15,0,3,1,2,62,239,301,Afternoon,Working Day,Misty,Winter,0,1
15611,15612,2012-10-17,4,1,10,16,0,3,1,1,70,396,466,Afternoon,Working Day,Clearly,Winter,0,3
15612,15613,2012-10-17,4,1,10,17,0,3,1,1,122,766,888,Evening,Working Day,Clearly,Winter,2,3
15613,15614,2012-10-17,4,1,10,18,0,3,1,1,90,794,884,Evening,Working Day,Clearly,Winter,2,3
15614,15615,2012-10-17,4,1,10,19,0,3,1,1,49,467,516,Night,Working Day,Clearly,Winter,4,0
15615,15616,2012-10-17,4,1,10,20,0,3,1,1,54,360,414,Night,Working Day,Clearly,Winter,4,0
15616,15617,2012-10-17,4,1,10,21,0,3,1,1,28,301,329,Night,Working Day,Clearly,Winter,4,0
15617,15618,2012-10-17,4,1,10,22,0,3,1,1,17,198,215,Night,Working Day,Clearly,Winter,4,0
15618,15619,2012-10-17,4,1,10,23,0,3,1,1,15,84,99,Night,Working Day,Clearly,Winter,4,2
15619,15620,2012-10-18,4,1,10,0,0,4,1,1,4,53,57,Dawn,Working Day,Clearly,Winter,1,1
15620,15621,2012-10-18,4,1,10,1,0,4,1,1,0,14,14,Dawn,Working Day,Clearly,Winter,1,1
15621,15622,2012-10-18,4,1,10,2,0,4,1,1,1,13,14,Dawn,Working Day,Clearly,Winter,1,1
15622,15623,2012-10-18,4,1,10,3,0,4,1,1,0,5,5,Dawn,Working Day,Clearly,Winter,1,1
15623,15624,2012-10-18,4,1,10,4,0,4,1,1,0,5,5,Morning,Working Day,Clearly,Winter,3,2
15624,15625,2012-10-18,4,1,10,5,0,4,1,1,1,41,42,Morning,Working Day,Clearly,Winter,3,2
15625,15626,2012-10-18,4,1,10,6,0,4,1,1,3,150,153,Morning,Working Day,Clearly,Winter,3,2
15626,15627,2012-10-18,4,1,10,7,0,4,1,1,20,488,508,Morning,Working Day,Clearly,Winter,3,0
15627,15628,2012-10-18,4,1,10,8,0,4,1,1,31,803,834,Morning,Working Day,Clearly,Winter,3,3
15628,15629,2012-10-18,4,1,10,9,0,4,1,2,41,346,387,Morning,Working Day,Misty,Winter,3,0
15629,15630,2012-10-18,4,1,10,10,0,4,1,2,60,158,218,Morning,Working Day,Misty,Winter,3,0
15630,15631,2012-10-18,4,1,10,11,0,4,1,2,79,189,268,Afternoon,Working Day,Misty,Winter,0,1
15631,15632,2012-10-18,4,1,10,12,0,4,1,2,93,284,377,Afternoon,Working Day,Misty,Winter,0,3
15632,15633,2012-10-18,4,1,10,13,0,4,1,1,96,236,332,Afternoon,Working Day,Clearly,Winter,0,1
15633,15634,2012-10-18,4,1,10,14,0,4,1,2,94,191,285,Afternoon,Working Day,Misty,Winter,0,1
15634,15635,2012-10-18,4,1,10,15,0,4,1,2,69,284,353,Afternoon,Working Day,Misty,Winter,0,1
15635,15636,2012-10-18,4,1,10,16,0,4,1,1,94,356,450,Afternoon,Working Day,Clearly,Winter,0,3
15636,15637,2012-10-18,4,1,10,17,0,4,1,2,102,788,890,Evening,Working Day,Misty,Winter,2,3
15637,15638,2012-10-18,4,1,10,18,0,4,1,2,68,720,788,Evening,Working Day,Misty,Winter,2,3
15638,15639,2012-10-18,4,1,10,19,0,4,1,2,42,471,513,Night,Working Day,Misty,Winter,4,0
15639,15640,2012-10-18,4,1,10,20,0,4,1,2,39,348,387,Night,Working Day,Misty,Winter,4,0
15640,15641,2012-10-18,4,1,10,21,0,4,1,2,38,245,283,Night,Working Day,Misty,Winter,4,0
15641,15642,2012-10-18,4,1,10,22,0,4,1,2,27,202,229,Night,Working Day,Misty,Winter,4,0
15642,15643,2012-10-18,4,1,10,23,0,4,1,2,6,111,117,Night,Working Day,Misty,Winter,4,2
15643,15644,2012-10-19,4,1,10,0,0,5,1,2,5,51,56,Dawn,Working Day,Misty,Winter,1,1
15644,15645,2012-10-19,4,1,10,1,0,5,1,3,4,12,16,Dawn,Working Day,Rainy or Snowy,Winter,1,1
15645,15646,2012-10-19,4,1,10,2,0,5,1,2,1,9,10,Dawn,Working Day,Misty,Winter,1,1
15646,15647,2012-10-19,4,1,10,3,0,5,1,2,0,5,5,Dawn,Working Day,Misty,Winter,1,1
15647,15648,2012-10-19,4,1,10,4,0,5,1,2,1,5,6,Morning,Working Day,Misty,Winter,3,2
15648,15649,2012-10-19,4,1,10,5,0,5,1,2,1,35,36,Morning,Working Day,Misty,Winter,3,2
15649,15650,2012-10-19,4,1,10,6,0,5,1,3,5,126,131,Morning,Working Day,Rainy or Snowy,Winter,3,2
15650,15651,2012-10-19,4,1,10,7,0,5,1,3,5,149,154,Morning,Working Day,Rainy or Snowy,Winter,3,2
15651,15652,2012-10-19,4,1,10,8,0,5,1,2,20,447,467,Morning,Working Day,Misty,Winter,3,0
15652,15653,2012-10-19,4,1,10,9,0,5,1,2,26,363,389,Morning,Working Day,Misty,Winter,3,0
15653,15654,2012-10-19,4,1,10,10,0,5,1,2,26,198,224,Morning,Working Day,Misty,Winter,3,0
15654,15655,2012-10-19,4,1,10,11,0,5,1,1,41,211,252,Afternoon,Working Day,Clearly,Winter,0,1
15655,15656,2012-10-19,4,1,10,12,0,5,1,1,74,258,332,Afternoon,Working Day,Clearly,Winter,0,1
15656,15657,2012-10-19,4,1,10,13,0,5,1,1,87,288,375,Afternoon,Working Day,Clearly,Winter,0,3
15657,15658,2012-10-19,4,1,10,14,0,5,1,1,88,277,365,Afternoon,Working Day,Clearly,Winter,0,3
15658,15659,2012-10-19,4,1,10,15,0,5,1,1,93,302,395,Afternoon,Working Day,Clearly,Winter,0,3
15659,15660,2012-10-19,4,1,10,16,0,5,1,3,131,434,565,Afternoon,Working Day,Rainy or Snowy,Winter,0,3
15660,15661,2012-10-19,4,1,10,17,0,5,1,3,48,377,425,Evening,Working Day,Rainy or Snowy,Winter,2,3
15661,15662,2012-10-19,4,1,10,18,0,5,1,1,21,212,233,Evening,Working Day,Clearly,Winter,2,0
15662,15663,2012-10-19,4,1,10,19,0,5,1,1,19,213,232,Night,Working Day,Clearly,Winter,4,0
15663,15664,2012-10-19,4,1,10,20,0,5,1,1,13,216,229,Night,Working Day,Clearly,Winter,4,0
15664,15665,2012-10-19,4,1,10,21,0,5,1,1,17,189,206,Night,Working Day,Clearly,Winter,4,0
15665,15666,2012-10-19,4,1,10,22,0,5,1,1,14,176,190,Night,Working Day,Clearly,Winter,4,2
15666,15667,2012-10-19,4,1,10,23,0,5,1,1,13,118,131,Night,Working Day,Clearly,Winter,4,2
15667,15668,2012-10-20,4,1,10,0,0,6,0,1,13,110,123,Dawn,Holiday,Clearly,Winter,1,1
15668,15669,2012-10-20,4,1,10,1,0,6,0,1,2,93,95,Dawn,Holiday,Clearly,Winter,1,1
15669,15670,2012-10-20,4,1,10,2,0,6,0,1,9,69,78,Dawn,Holiday,Clearly,Winter,1,1
15670,15671,2012-10-20,4,1,10,3,0,6,0,1,2,27,29,Dawn,Holiday,Clearly,Winter,1,1
15671,15672,2012-10-20,4,1,10,4,0,6,0,1,9,9,18,Morning,Holiday,Clearly,Winter,3,2
15672,15673,2012-10-20,4,1,10,5,0,6,0,1,6,7,13,Morning,Holiday,Clearly,Winter,3,2
15673,15674,2012-10-20,4,1,10,6,0,6,0,1,5,26,31,Morning,Holiday,Clearly,Winter,3,2
15674,15675,2012-10-20,4,1,10,7,0,6,0,1,6,59,65,Morning,Holiday,Clearly,Winter,3,2
15675,15676,2012-10-20,4,1,10,8,0,6,0,1,29,164,193,Morning,Holiday,Clearly,Winter,3,2
15676,15677,2012-10-20,4,1,10,9,0,6,0,1,106,257,363,Morning,Holiday,Clearly,Winter,3,0
15677,15678,2012-10-20,4,1,10,10,0,6,0,1,111,312,423,Morning,Holiday,Clearly,Winter,3,0
15678,15679,2012-10-20,4,1,10,11,0,6,0,1,204,408,612,Afternoon,Holiday,Clearly,Winter,0,3
15679,15680,2012-10-20,4,1,10,12,0,6,0,1,267,436,703,Afternoon,Holiday,Clearly,Winter,0,3
15680,15681,2012-10-20,4,1,10,13,0,6,0,1,273,441,714,Afternoon,Holiday,Clearly,Winter,0,3
15681,15682,2012-10-20,4,1,10,14,0,6,0,1,335,376,711,Afternoon,Holiday,Clearly,Winter,0,3
15682,15683,2012-10-20,4,1,10,15,0,6,0,1,308,403,711,Afternoon,Holiday,Clearly,Winter,0,3
15683,15684,2012-10-20,4,1,10,16,0,6,0,1,325,366,691,Afternoon,Holiday,Clearly,Winter,0,3
15684,15685,2012-10-20,4,1,10,17,0,6,0,1,347,384,731,Evening,Holiday,Clearly,Winter,2,3
15685,15686,2012-10-20,4,1,10,18,0,6,0,1,165,356,521,Evening,Holiday,Clearly,Winter,2,3
15686,15687,2012-10-20,4,1,10,19,0,6,0,1,77,268,345,Night,Holiday,Clearly,Winter,4,0
15687,15688,2012-10-20,4,1,10,20,0,6,0,1,61,198,259,Night,Holiday,Clearly,Winter,4,0
15688,15689,2012-10-20,4,1,10,21,0,6,0,1,72,224,296,Night,Holiday,Clearly,Winter,4,0
15689,15690,2012-10-20,4,1,10,22,0,6,0,1,47,155,202,Night,Holiday,Clearly,Winter,4,0
15690,15691,2012-10-20,4,1,10,23,0,6,0,1,27,136,163,Night,Holiday,Clearly,Winter,4,2
15691,15692,2012-10-21,4,1,10,0,0,0,0,1,35,119,154,Dawn,Holiday,Clearly,Winter,1,1
15692,15693,2012-10-21,4,1,10,1,0,0,0,1,20,97,117,Dawn,Holiday,Clearly,Winter,1,1
15693,15694,2012-10-21,4,1,10,2,0,0,0,1,44,88,132,Dawn,Holiday,Clearly,Winter,1,1
15694,15695,2012-10-21,4,1,10,3,0,0,0,1,12,29,41,Dawn,Holiday,Clearly,Winter,1,1
15695,15696,2012-10-21,4,1,10,4,0,0,0,1,8,13,21,Morning,Holiday,Clearly,Winter,3,2
15696,15697,2012-10-21,4,1,10,5,0,0,0,1,6,4,10,Morning,Holiday,Clearly,Winter,3,2
15697,15698,2012-10-21,4,1,10,6,0,0,0,1,8,18,26,Morning,Holiday,Clearly,Winter,3,2
15698,15699,2012-10-21,4,1,10,7,0,0,0,1,13,43,56,Morning,Holiday,Clearly,Winter,3,2
15699,15700,2012-10-21,4,1,10,8,0,0,0,1,39,104,143,Morning,Holiday,Clearly,Winter,3,2
15700,15701,2012-10-21,4,1,10,9,0,0,0,1,77,192,269,Morning,Holiday,Clearly,Winter,3,0
15701,15702,2012-10-21,4,1,10,10,0,0,0,1,167,276,443,Morning,Holiday,Clearly,Winter,3,0
15702,15703,2012-10-21,4,1,10,11,0,0,0,1,191,356,547,Afternoon,Holiday,Clearly,Winter,0,3
15703,15704,2012-10-21,4,1,10,12,0,0,0,1,236,439,675,Afternoon,Holiday,Clearly,Winter,0,3
15704,15705,2012-10-21,4,1,10,13,0,0,0,1,243,383,626,Afternoon,Holiday,Clearly,Winter,0,3
15705,15706,2012-10-21,4,1,10,14,0,0,0,1,235,405,640,Afternoon,Holiday,Clearly,Winter,0,3
15706,15707,2012-10-21,4,1,10,15,0,0,0,1,240,383,623,Afternoon,Holiday,Clearly,Winter,0,3
15707,15708,2012-10-21,4,1,10,16,0,0,0,1,182,409,591,Afternoon,Holiday,Clearly,Winter,0,3
15708,15709,2012-10-21,4,1,10,17,0,0,0,1,153,338,491,Evening,Holiday,Clearly,Winter,2,3
15709,15710,2012-10-21,4,1,10,18,0,0,0,1,71,342,413,Evening,Holiday,Clearly,Winter,2,3
15710,15711,2012-10-21,4,1,10,19,0,0,0,1,50,216,266,Night,Holiday,Clearly,Winter,4,0
15711,15712,2012-10-21,4,1,10,20,0,0,0,1,35,160,195,Night,Holiday,Clearly,Winter,4,2
15712,15713,2012-10-21,4,1,10,21,0,0,0,1,42,124,166,Night,Holiday,Clearly,Winter,4,2
15713,15714,2012-10-21,4,1,10,22,0,0,0,1,18,95,113,Night,Holiday,Clearly,Winter,4,2
15714,15715,2012-10-21,4,1,10,23,0,0,0,1,7,59,66,Night,Holiday,Clearly,Winter,4,2
15715,15716,2012-10-22,4,1,10,0,0,1,1,1,3,28,31,Dawn,Working Day,Clearly,Winter,1,1
15716,15717,2012-10-22,4,1,10,1,0,1,1,1,0,11,11,Dawn,Working Day,Clearly,Winter,1,1
15717,15718,2012-10-22,4,1,10,2,0,1,1,1,1,4,5,Dawn,Working Day,Clearly,Winter,1,1
15718,15719,2012-10-22,4,1,10,3,0,1,1,1,1,5,6,Dawn,Working Day,Clearly,Winter,1,1
15719,15720,2012-10-22,4,1,10,4,0,1,1,1,1,6,7,Morning,Working Day,Clearly,Winter,3,2
15720,15721,2012-10-22,4,1,10,5,0,1,1,1,2,44,46,Morning,Working Day,Clearly,Winter,3,2
15721,15722,2012-10-22,4,1,10,6,0,1,1,1,4,140,144,Morning,Working Day,Clearly,Winter,3,2
15722,15723,2012-10-22,4,1,10,7,0,1,1,1,15,437,452,Morning,Working Day,Clearly,Winter,3,0
15723,15724,2012-10-22,4,1,10,8,0,1,1,1,32,696,728,Morning,Working Day,Clearly,Winter,3,3
15724,15725,2012-10-22,4,1,10,9,0,1,1,1,25,335,360,Morning,Working Day,Clearly,Winter,3,0
15725,15726,2012-10-22,4,1,10,10,0,1,1,1,51,161,212,Morning,Working Day,Clearly,Winter,3,0
15726,15727,2012-10-22,4,1,10,11,0,1,1,1,63,148,211,Afternoon,Working Day,Clearly,Winter,0,1
15727,15728,2012-10-22,4,1,10,12,0,1,1,1,52,231,283,Afternoon,Working Day,Clearly,Winter,0,1
15728,15729,2012-10-22,4,1,10,13,0,1,1,1,88,227,315,Afternoon,Working Day,Clearly,Winter,0,1
15729,15730,2012-10-22,4,1,10,14,0,1,1,1,73,209,282,Afternoon,Working Day,Clearly,Winter,0,1
15730,15731,2012-10-22,4,1,10,15,0,1,1,1,74,222,296,Afternoon,Working Day,Clearly,Winter,0,1
15731,15732,2012-10-22,4,1,10,16,0,1,1,1,80,444,524,Afternoon,Working Day,Clearly,Winter,0,3
15732,15733,2012-10-22,4,1,10,17,0,1,1,1,84,838,922,Evening,Working Day,Clearly,Winter,2,3
15733,15734,2012-10-22,4,1,10,18,0,1,1,1,60,726,786,Evening,Working Day,Clearly,Winter,2,3
15734,15735,2012-10-22,4,1,10,19,0,1,1,1,36,478,514,Night,Working Day,Clearly,Winter,4,0
15735,15736,2012-10-22,4,1,10,20,0,1,1,1,21,382,403,Night,Working Day,Clearly,Winter,4,0
15736,15737,2012-10-22,4,1,10,21,0,1,1,1,19,155,174,Night,Working Day,Clearly,Winter,4,2
15737,15738,2012-10-22,4,1,10,22,0,1,1,1,25,158,183,Night,Working Day,Clearly,Winter,4,2
15738,15739,2012-10-22,4,1,10,23,0,1,1,1,20,143,163,Night,Working Day,Clearly,Winter,4,2
15739,15740,2012-10-23,4,1,10,0,0,2,1,1,5,32,37,Dawn,Working Day,Clearly,Winter,1,1
15740,15741,2012-10-23,4,1,10,1,0,2,1,1,1,16,17,Dawn,Working Day,Clearly,Winter,1,1
15741,15742,2012-10-23,4,1,10,2,0,2,1,1,1,6,7,Dawn,Working Day,Clearly,Winter,1,1
15742,15743,2012-10-23,4,1,10,3,0,2,1,1,0,1,1,Dawn,Working Day,Clearly,Winter,1,1
15743,15744,2012-10-23,4,1,10,4,0,2,1,1,1,6,7,Morning,Working Day,Clearly,Winter,3,2
15744,15745,2012-10-23,4,1,10,5,0,2,1,1,1,49,50,Morning,Working Day,Clearly,Winter,3,2
15745,15746,2012-10-23,4,1,10,6,0,2,1,1,6,152,158,Morning,Working Day,Clearly,Winter,3,2
15746,15747,2012-10-23,4,1,10,7,0,2,1,2,12,519,531,Morning,Working Day,Misty,Winter,3,0
15747,15748,2012-10-23,4,1,10,8,0,2,1,2,28,733,761,Morning,Working Day,Misty,Winter,3,3
15748,15749,2012-10-23,4,1,10,9,0,2,1,2,29,305,334,Morning,Working Day,Misty,Winter,3,0
15749,15750,2012-10-23,4,1,10,10,0,2,1,1,50,171,221,Morning,Working Day,Clearly,Winter,3,0
15750,15751,2012-10-23,4,1,10,11,0,2,1,1,52,201,253,Afternoon,Working Day,Clearly,Winter,0,1
15751,15752,2012-10-23,4,1,10,12,0,2,1,2,80,298,378,Afternoon,Working Day,Misty,Winter,0,3
15752,15753,2012-10-23,4,1,10,13,0,2,1,2,59,244,303,Afternoon,Working Day,Misty,Winter,0,1
15753,15754,2012-10-23,4,1,10,14,0,2,1,1,67,229,296,Afternoon,Working Day,Clearly,Winter,0,1
15754,15755,2012-10-23,4,1,10,15,0,2,1,1,76,270,346,Afternoon,Working Day,Clearly,Winter,0,1
15755,15756,2012-10-23,4,1,10,16,0,2,1,1,108,433,541,Afternoon,Working Day,Clearly,Winter,0,3
15756,15757,2012-10-23,4,1,10,17,0,2,1,1,67,871,938,Evening,Working Day,Clearly,Winter,2,3
15757,15758,2012-10-23,4,1,10,18,0,2,1,1,64,762,826,Evening,Working Day,Clearly,Winter,2,3
15758,15759,2012-10-23,4,1,10,19,0,2,1,1,25,457,482,Night,Working Day,Clearly,Winter,4,0
15759,15760,2012-10-23,4,1,10,20,0,2,1,1,45,334,379,Night,Working Day,Clearly,Winter,4,0
15760,15761,2012-10-23,4,1,10,21,0,2,1,1,35,260,295,Night,Working Day,Clearly,Winter,4,0
15761,15762,2012-10-23,4,1,10,22,0,2,1,1,20,174,194,Night,Working Day,Clearly,Winter,4,2
15762,15763,2012-10-23,4,1,10,23,0,2,1,1,9,102,111,Night,Working Day,Clearly,Winter,4,2
15763,15764,2012-10-24,4,1,10,0,0,3,1,1,7,39,46,Dawn,Working Day,Clearly,Winter,1,1
15764,15765,2012-10-24,4,1,10,1,0,3,1,1,4,23,27,Dawn,Working Day,Clearly,Winter,1,1
15765,15766,2012-10-24,4,1,10,2,0,3,1,1,0,6,6,Dawn,Working Day,Clearly,Winter,1,1
15766,15767,2012-10-24,4,1,10,3,0,3,1,1,0,4,4,Dawn,Working Day,Clearly,Winter,1,1
15767,15768,2012-10-24,4,1,10,4,0,3,1,1,1,5,6,Morning,Working Day,Clearly,Winter,3,2
15768,15769,2012-10-24,4,1,10,5,0,3,1,1,1,52,53,Morning,Working Day,Clearly,Winter,3,2
15769,15770,2012-10-24,4,1,10,6,0,3,1,1,11,162,173,Morning,Working Day,Clearly,Winter,3,2
15770,15771,2012-10-24,4,1,10,7,0,3,1,1,20,506,526,Morning,Working Day,Clearly,Winter,3,0
15771,15772,2012-10-24,4,1,10,8,0,3,1,2,24,777,801,Morning,Working Day,Misty,Winter,3,3
15772,15773,2012-10-24,4,1,10,9,0,3,1,2,24,349,373,Morning,Working Day,Misty,Winter,3,0
15773,15774,2012-10-24,4,1,10,10,0,3,1,2,29,142,171,Morning,Working Day,Misty,Winter,3,2
15774,15775,2012-10-24,4,1,10,11,0,3,1,1,47,189,236,Afternoon,Working Day,Clearly,Winter,0,1
15775,15776,2012-10-24,4,1,10,12,0,3,1,1,48,268,316,Afternoon,Working Day,Clearly,Winter,0,1
15776,15777,2012-10-24,4,1,10,13,0,3,1,1,65,241,306,Afternoon,Working Day,Clearly,Winter,0,1
15777,15778,2012-10-24,4,1,10,14,0,3,1,1,64,237,301,Afternoon,Working Day,Clearly,Winter,0,1
15778,15779,2012-10-24,4,1,10,15,0,3,1,1,63,245,308,Afternoon,Working Day,Clearly,Winter,0,1
15779,15780,2012-10-24,4,1,10,16,0,3,1,1,67,465,532,Afternoon,Working Day,Clearly,Winter,0,3
15780,15781,2012-10-24,4,1,10,17,0,3,1,1,87,876,963,Evening,Working Day,Clearly,Winter,2,3
15781,15782,2012-10-24,4,1,10,18,0,3,1,1,63,795,858,Evening,Working Day,Clearly,Winter,2,3
15782,15783,2012-10-24,4,1,10,19,0,3,1,2,50,522,572,Night,Working Day,Misty,Winter,4,0
15783,15784,2012-10-24,4,1,10,20,0,3,1,2,45,396,441,Night,Working Day,Misty,Winter,4,0
15784,15785,2012-10-24,4,1,10,21,0,3,1,2,33,280,313,Night,Working Day,Misty,Winter,4,0
15785,15786,2012-10-24,4,1,10,22,0,3,1,2,30,208,238,Night,Working Day,Misty,Winter,4,0
15786,15787,2012-10-24,4,1,10,23,0,3,1,2,12,111,123,Night,Working Day,Misty,Winter,4,2
15787,15788,2012-10-25,4,1,10,0,0,4,1,2,19,57,76,Dawn,Working Day,Misty,Winter,1,1
15788,15789,2012-10-25,4,1,10,1,0,4,1,1,6,22,28,Dawn,Working Day,Clearly,Winter,1,1
15789,15790,2012-10-25,4,1,10,2,0,4,1,1,3,15,18,Dawn,Working Day,Clearly,Winter,1,1
15790,15791,2012-10-25,4,1,10,3,0,4,1,2,0,8,8,Dawn,Working Day,Misty,Winter,1,1
15791,15792,2012-10-25,4,1,10,4,0,4,1,2,1,4,5,Morning,Working Day,Misty,Winter,3,2
15792,15793,2012-10-25,4,1,10,5,0,4,1,2,2,53,55,Morning,Working Day,Misty,Winter,3,2
15793,15794,2012-10-25,4,1,10,6,0,4,1,2,3,168,171,Morning,Working Day,Misty,Winter,3,2
15794,15795,2012-10-25,4,1,10,7,0,4,1,2,18,477,495,Morning,Working Day,Misty,Winter,3,0
15795,15796,2012-10-25,4,1,10,8,0,4,1,2,33,746,779,Morning,Working Day,Misty,Winter,3,3
15796,15797,2012-10-25,4,1,10,9,0,4,1,2,23,320,343,Morning,Working Day,Misty,Winter,3,0
15797,15798,2012-10-25,4,1,10,10,0,4,1,2,53,172,225,Morning,Working Day,Misty,Winter,3,0
15798,15799,2012-10-25,4,1,10,11,0,4,1,2,57,181,238,Afternoon,Working Day,Misty,Winter,0,1
15799,15800,2012-10-25,4,1,10,12,0,4,1,2,61,258,319,Afternoon,Working Day,Misty,Winter,0,1
15800,15801,2012-10-25,4,1,10,13,0,4,1,2,49,264,313,Afternoon,Working Day,Misty,Winter,0,1
15801,15802,2012-10-25,4,1,10,14,0,4,1,1,71,214,285,Afternoon,Working Day,Clearly,Winter,0,1
15802,15803,2012-10-25,4,1,10,15,0,4,1,1,63,242,305,Afternoon,Working Day,Clearly,Winter,0,1
15803,15804,2012-10-25,4,1,10,16,0,4,1,1,92,407,499,Afternoon,Working Day,Clearly,Winter,0,3
15804,15805,2012-10-25,4,1,10,17,0,4,1,1,112,774,886,Evening,Working Day,Clearly,Winter,2,3
15805,15806,2012-10-25,4,1,10,18,0,4,1,1,77,732,809,Evening,Working Day,Clearly,Winter,2,3
15806,15807,2012-10-25,4,1,10,19,0,4,1,1,45,497,542,Night,Working Day,Clearly,Winter,4,0
